basedatetime,mmsi,lat,lon,sog,cog,vessel_type,speed_class
2024-01-01 04:45:00,538009133.0,29.33673,-94.57905,0.0,126.9,80.0,Stopped
2024-01-01 04:50:00,538009133.0,29.33673,-94.57899,0.0,126.9,80.0,Stopped
2024-01-01 04:55:00,538009133.0,29.33675,-94.57896,0.0,126.9,80.0,Stopped
2024-01-01 05:00:00,538009133.0,29.33677,-94.57893,0.0,126.9,80.0,Stopped
2024-01-01 05:05:00,538009133.0,29.33676,-94.57891,0.0,126.9,80.0,Stopped
2024-01-01 05:10:00,538009133.0,29.33677,-94.5789,0.0,126.9,80.0,Stopped
2024-01-01 05:15:00,538009133.0,29.33678,-94.57886,0.0,126.9,80.0,Stopped
2024-01-01 05:20:00,538009133.0,29.33681,-94.57884,0.0,126.9,80.0,Stopped
2024-01-01 05:25:00,538009133.0,29.33682,-94.57882,0.0,126.9,80.0,Stopped
2024-01-01 05:30:00,538009133.0,29.33678,-94.57881,0.0,126.9,80.0,Stopped
2024-01-01 05:35:00,538009133.0,29.3368,-94.57885,0.0,126.9,80.0,Stopped
2024-01-01 05:40:00,538009133.0,29.33677,-94.57886,0.0,126.9,80.0,Stopped
2024-01-01 05:45:00,538009133.0,29.33677,-94.57884,0.0,126.9,80.0,Stopped
2024-01-01 05:55:00,538009133.0,29.33677,-94.57885,0.0,126.9,80.0,Stopped
2024-01-01 06:00:00,538009133.0,29.33679,-94.57886,0.0,126.9,80.0,Stopped
2024-01-01 06:05:00,538009133.0,29.33679,-94.57881,0.0,126.9,80.0,Stopped
2024-01-01 06:10:00,538009133.0,29.33677,-94.57874,0.0,126.9,80.0,Stopped
2024-01-01 06:15:00,538009133.0,29.33679,-94.57873,0.0,126.9,80.0,Stopped
2024-01-01 06:20:00,538009133.0,29.33684,-94.57869,0.0,126.9,80.0,Stopped
2024-01-01 06:25:00,538009133.0,29.33679,-94.57869,0.0,126.9,80.0,Stopped
2024-01-01 06:30:00,538009133.0,29.3368,-94.57872,0.0,126.9,80.0,Stopped
2024-01-01 06:35:00,538009133.0,29.33681,-94.57875,0.0,126.9,80.0,Stopped
2024-01-01 06:40:00,538009133.0,29.33679,-94.57878,0.0,126.9,80.0,Stopped
2024-01-01 06:45:00,538009133.0,29.33678,-94.57882,0.0,126.9,80.0,Stopped
2024-01-01 06:50:00,538009133.0,29.33676,-94.57886,0.0,126.9,80.0,Stopped
2024-01-01 06:55:00,538009133.0,29.33675,-94.57888,0.0,126.9,80.0,Stopped
2024-01-01 07:00:00,538009133.0,29.3367,-94.57896,0.0,126.9,80.0,Stopped
2024-01-01 07:05:00,538009133.0,29.3367,-94.57905,0.0,126.9,80.0,Stopped
2024-01-01 07:10:00,538009133.0,29.33669,-94.57908,0.0,126.9,80.0,Stopped
2024-01-01 07:15:00,538009133.0,29.33669,-94.5791,0.0,126.9,80.0,Stopped
2024-01-01 07:20:00,538009133.0,29.33669,-94.57909,0.0,126.9,80.0,Stopped
2024-01-01 07:25:00,538009133.0,29.3367,-94.5791,0.0,126.9,80.0,Stopped
2024-01-01 07:30:00,538009133.0,29.33675,-94.579,0.0,126.9,80.0,Stopped
2024-01-01 07:35:00,538009133.0,29.33679,-94.57891,0.0,126.9,80.0,Stopped
2024-01-01 07:40:00,538009133.0,29.33679,-94.5789,0.0,126.9,80.0,Stopped
2024-01-01 07:45:00,538009133.0,29.3368,-94.57881,0.0,126.9,80.0,Stopped
2024-01-01 07:50:00,538009133.0,29.33683,-94.57874,0.0,126.9,80.0,Stopped
2024-01-01 07:55:00,538009133.0,29.33687,-94.57864,0.0,126.9,80.0,Stopped
2024-01-01 08:00:00,538009133.0,29.33683,-94.57858,0.0,126.9,80.0,Stopped
2024-01-01 08:05:00,538009133.0,29.33689,-94.57852,0.0,126.9,80.0,Stopped
2024-01-01 08:10:00,538009133.0,29.33687,-94.57843,0.0,126.9,80.0,Stopped
2024-01-01 08:15:00,538009133.0,29.33688,-94.57838,0.0,126.9,80.0,Stopped
2024-01-01 08:20:00,538009133.0,29.33689,-94.5783,0.0,126.9,80.0,Stopped
2024-01-01 08:25:00,538009133.0,29.33691,-94.57829,0.0,126.9,80.0,Stopped
2024-01-01 08:30:00,538009133.0,29.33689,-94.57825,0.0,126.9,80.0,Stopped
2024-01-01 08:35:00,538009133.0,29.33689,-94.57822,0.0,126.9,80.0,Stopped
2024-01-01 08:40:00,538009133.0,29.33688,-94.57819,0.0,126.9,80.0,Stopped
2024-01-01 08:45:00,538009133.0,29.33684,-94.57818,0.0,126.9,80.0,Stopped
2024-01-01 08:50:00,538009133.0,29.33685,-94.57814,0.0,126.9,80.0,Stopped
2024-01-01 08:55:00,538009133.0,29.33689,-94.5781,0.0,126.9,80.0,Stopped
2024-01-01 09:00:00,538009133.0,29.33684,-94.5781,0.0,126.9,80.0,Stopped
2024-01-01 09:05:00,538009133.0,29.33686,-94.5781,0.0,126.9,80.0,Stopped
2024-01-01 09:15:00,538009133.0,29.33683,-94.57811,0.0,126.9,80.0,Stopped
2024-01-01 09:20:00,538009133.0,29.33681,-94.57812,0.0,126.9,80.0,Stopped
2024-01-01 09:25:00,538009133.0,29.33684,-94.57817,0.0,126.9,80.0,Stopped
2024-01-01 09:30:00,538009133.0,29.33686,-94.5782,0.0,126.9,80.0,Stopped
2024-01-01 09:35:00,538009133.0,29.33685,-94.57821,0.0,126.9,80.0,Stopped
2024-01-01 09:40:00,538009133.0,29.33679,-94.57827,0.0,126.9,80.0,Stopped
2024-01-01 09:45:00,538009133.0,29.33678,-94.57829,0.0,126.9,80.0,Stopped
2024-01-01 09:50:00,538009133.0,29.33678,-94.57832,0.0,126.9,80.0,Stopped
2024-01-01 09:55:00,538009133.0,29.33682,-94.57835,0.0,126.9,80.0,Stopped
2024-01-01 10:00:00,538009133.0,29.33682,-94.57832,0.0,126.9,80.0,Stopped
2024-01-01 10:10:00,538009133.0,29.33678,-94.57822,0.0,126.9,80.0,Stopped
2024-01-01 10:15:00,538009133.0,29.33674,-94.57815,0.0,126.9,80.0,Stopped
2024-01-01 10:20:00,538009133.0,29.3367,-94.57811,0.0,126.9,80.0,Stopped
2024-01-01 10:25:00,538009133.0,29.33673,-94.57809,0.0,126.9,80.0,Stopped
2024-01-01 10:30:00,538009133.0,29.33678,-94.57802,0.0,126.9,80.0,Stopped
2024-01-01 10:35:00,538009133.0,29.33679,-94.57802,0.0,126.9,80.0,Stopped
2024-01-01 10:40:00,538009133.0,29.33684,-94.57803,0.0,126.9,80.0,Stopped
2024-01-01 10:45:00,538009133.0,29.33678,-94.578,0.0,126.9,80.0,Stopped
2024-01-01 10:50:00,538009133.0,29.33681,-94.57805,0.0,126.9,80.0,Stopped
2024-01-01 10:55:00,538009133.0,29.33684,-94.57807,0.0,126.9,80.0,Stopped
2024-01-01 11:00:00,538009133.0,29.33681,-94.57814,0.0,126.9,80.0,Stopped
2024-01-01 11:05:00,538009133.0,29.33681,-94.57824,0.0,126.9,80.0,Stopped
2024-01-01 11:10:00,538009133.0,29.33682,-94.57826,0.0,126.9,80.0,Stopped
2024-01-01 11:15:00,538009133.0,29.33684,-94.57827,0.0,126.9,80.0,Stopped
2024-01-01 11:20:00,538009133.0,29.33684,-94.57823,0.0,126.9,80.0,Stopped
2024-01-01 11:25:00,538009133.0,29.33685,-94.57823,0.0,126.9,80.0,Stopped
2024-01-01 11:30:00,538009133.0,29.33685,-94.57822,0.0,126.9,80.0,Stopped
2024-01-01 11:35:00,538009133.0,29.33684,-94.57815,0.0,126.9,80.0,Stopped
2024-01-01 11:40:00,538009133.0,29.33684,-94.57813,0.0,126.9,80.0,Stopped
2024-01-01 11:45:00,538009133.0,29.33678,-94.57805,0.0,126.9,80.0,Stopped
2024-01-01 11:50:00,538009133.0,29.33674,-94.57804,0.0,126.9,80.0,Stopped
2024-01-01 11:55:00,538009133.0,29.33677,-94.57793,0.0,126.9,80.0,Stopped
2024-01-01 12:00:00,538009133.0,29.33675,-94.57788,0.0,126.9,80.0,Stopped
2024-01-01 12:05:00,538009133.0,29.33672,-94.57779,0.0,126.9,80.0,Stopped
2024-01-01 12:10:00,538009133.0,29.33666,-94.57773,0.1,126.9,80.0,Stopped
2024-01-01 12:15:00,538009133.0,29.33651,-94.57756,0.1,126.9,80.0,Stopped
2024-01-01 12:20:00,538009133.0,29.33633,-94.57734,0.1,126.9,80.0,Stopped
2024-01-01 12:25:00,538009133.0,29.3362,-94.57716,0.3,134.3,80.0,Stopped
2024-01-01 12:30:00,538009133.0,29.33566,-94.57669,0.3,147.2,80.0,Stopped
2024-01-01 12:35:00,538009133.0,29.33514,-94.57654,0.2,193.0,80.0,Stopped
2024-01-01 12:40:00,538009133.0,29.33471,-94.57674,0.1,215.4,80.0,Stopped
2024-01-01 12:45:00,538009133.0,29.33458,-94.57686,0.1,217.1,80.0,Stopped
2024-01-01 12:50:00,538009133.0,29.33444,-94.57705,0.0,221.8,80.0,Stopped
2024-01-01 12:55:00,538009133.0,29.33432,-94.57717,0.0,221.8,80.0,Stopped
2024-01-01 13:00:00,538009133.0,29.33429,-94.57721,0.0,221.8,80.0,Stopped
2024-01-01 13:05:00,538009133.0,29.33428,-94.5773,0.0,221.8,80.0,Stopped
2024-01-01 13:10:00,538009133.0,29.33425,-94.57731,0.0,221.8,80.0,Stopped
2024-01-01 13:15:00,538009133.0,29.33415,-94.57729,0.1,221.8,80.0,Stopped
2024-01-01 13:20:00,538009133.0,29.33379,-94.57712,0.1,188.2,80.0,Stopped
2024-01-01 13:25:00,538009133.0,29.33371,-94.57714,0.0,188.2,80.0,Stopped
2024-01-01 13:30:00,538009133.0,29.3337,-94.57728,0.0,188.2,80.0,Stopped
2024-01-01 13:35:00,538009133.0,29.33367,-94.57725,0.0,188.2,80.0,Stopped
2024-01-01 13:40:00,538009133.0,29.33374,-94.57722,0.0,188.2,80.0,Stopped
2024-01-01 13:45:00,538009133.0,29.33376,-94.5772,0.1,188.2,80.0,Stopped
2024-01-01 13:50:00,538009133.0,29.33379,-94.57704,0.0,188.2,80.0,Stopped
2024-01-01 13:55:00,538009133.0,29.33378,-94.57706,0.0,188.2,80.0,Stopped
2024-01-01 14:00:00,538009133.0,29.33377,-94.57709,0.0,188.2,80.0,Stopped
2024-01-01 14:05:00,538009133.0,29.33373,-94.57731,0.1,188.2,80.0,Stopped
2024-01-01 14:10:00,538009133.0,29.33367,-94.57743,0.2,235.0,80.0,Stopped
2024-01-01 14:15:00,538009133.0,29.33353,-94.57772,0.1,235.9,80.0,Stopped
2024-01-01 14:20:00,538009133.0,29.3335,-94.57802,0.1,235.9,80.0,Stopped
2024-01-01 14:25:00,538009133.0,29.33353,-94.57811,0.0,235.9,80.0,Stopped
2024-01-01 14:30:00,538009133.0,29.33356,-94.57826,0.0,235.9,80.0,Stopped
2024-01-01 14:35:00,538009133.0,29.33358,-94.57838,0.0,235.9,80.0,Stopped
2024-01-01 14:40:00,538009133.0,29.33358,-94.57842,0.0,235.9,80.0,Stopped
2024-01-01 14:45:00,538009133.0,29.33356,-94.57849,0.0,235.9,80.0,Stopped
2024-01-01 14:50:00,538009133.0,29.33357,-94.57854,0.0,235.9,80.0,Stopped
2024-01-01 14:55:00,538009133.0,29.33362,-94.57861,0.0,235.9,80.0,Stopped
2024-01-01 15:00:00,538009133.0,29.33363,-94.57865,0.0,235.9,80.0,Stopped
2024-01-01 15:10:00,538009133.0,29.33368,-94.57884,0.0,235.9,80.0,Stopped
2024-01-01 15:15:00,538009133.0,29.33369,-94.57891,0.0,235.9,80.0,Stopped
2024-01-01 15:20:00,538009133.0,29.33374,-94.57885,0.0,235.9,80.0,Stopped
2024-01-01 15:25:00,538009133.0,29.3337,-94.57877,0.1,235.9,80.0,Stopped
2024-01-01 15:30:00,538009133.0,29.33349,-94.57859,0.0,144.2,80.0,Stopped
2024-01-01 15:35:00,538009133.0,29.33349,-94.5786,0.0,144.2,80.0,Stopped
2024-01-01 15:40:00,538009133.0,29.33351,-94.57865,0.0,144.2,80.0,Stopped
2024-01-01 15:45:00,538009133.0,29.33356,-94.57876,0.0,144.2,80.0,Stopped
2024-01-01 15:50:00,538009133.0,29.33356,-94.57878,0.0,144.2,80.0,Stopped
2024-01-01 15:55:00,538009133.0,29.33354,-94.57874,0.0,144.2,80.0,Stopped
2024-01-01 16:00:00,538009133.0,29.33352,-94.57872,0.0,144.2,80.0,Stopped
2024-01-01 16:05:00,538009133.0,29.3335,-94.57865,0.0,144.2,80.0,Stopped
2024-01-01 16:10:00,538009133.0,29.33349,-94.57869,0.0,144.2,80.0,Stopped
2024-01-01 16:15:00,538009133.0,29.33353,-94.5788,0.0,144.2,80.0,Stopped
2024-01-01 16:20:00,538009133.0,29.33355,-94.57886,0.0,144.2,80.0,Stopped
2024-01-01 16:25:00,538009133.0,29.33358,-94.57889,0.0,144.2,80.0,Stopped
2024-01-01 16:30:00,538009133.0,29.3336,-94.57896,0.0,144.2,80.0,Stopped
2024-01-01 16:35:00,538009133.0,29.33362,-94.57901,0.0,144.2,80.0,Stopped
2024-01-01 16:40:00,538009133.0,29.33364,-94.57901,0.0,144.2,80.0,Stopped
2024-01-01 16:45:00,538009133.0,29.33366,-94.57904,0.0,144.2,80.0,Stopped
2024-01-01 16:50:00,538009133.0,29.33369,-94.5791,0.0,144.2,80.0,Stopped
2024-01-01 16:55:00,538009133.0,29.33368,-94.57904,0.0,144.2,80.0,Stopped
2024-01-01 17:00:00,538009133.0,29.33366,-94.57903,0.0,144.2,80.0,Stopped
2024-01-01 17:05:00,538009133.0,29.33364,-94.579,0.0,144.2,80.0,Stopped
2024-01-01 17:10:00,538009133.0,29.33367,-94.57907,0.0,144.2,80.0,Stopped
2024-01-01 17:15:00,538009133.0,29.33368,-94.57906,0.0,144.2,80.0,Stopped
2024-01-01 17:25:00,538009133.0,29.33361,-94.57894,0.0,144.2,80.0,Stopped
2024-01-01 17:30:00,538009133.0,29.33362,-94.57894,0.0,144.2,80.0,Stopped
2024-01-01 17:35:00,538009133.0,29.33365,-94.57898,0.0,144.2,80.0,Stopped
2024-01-01 17:40:00,538009133.0,29.33366,-94.57899,0.0,144.2,80.0,Stopped
2024-01-01 17:45:00,538009133.0,29.33363,-94.57895,0.0,144.2,80.0,Stopped
2024-01-01 17:50:00,538009133.0,29.3336,-94.57894,0.0,144.2,80.0,Stopped
2024-01-01 17:55:00,538009133.0,29.33361,-94.57897,0.0,144.2,80.0,Stopped
2024-01-01 18:00:00,538009133.0,29.33366,-94.579,0.0,144.2,80.0,Stopped
2024-01-01 18:05:00,538009133.0,29.33368,-94.57901,0.0,144.2,80.0,Stopped
2024-01-01 18:10:00,538009133.0,29.33371,-94.57908,0.0,144.2,80.0,Stopped
2024-01-01 18:15:00,538009133.0,29.33374,-94.57915,0.0,144.2,80.0,Stopped
2024-01-01 18:25:00,538009133.0,29.33377,-94.57921,0.0,144.2,80.0,Stopped
2024-01-01 18:30:00,538009133.0,29.3338,-94.57927,0.0,144.2,80.0,Stopped
2024-01-01 18:35:00,538009133.0,29.33384,-94.5793,0.0,144.2,80.0,Stopped
2024-01-01 18:40:00,538009133.0,29.33386,-94.5793,0.0,144.2,80.0,Stopped
2024-01-01 18:45:00,538009133.0,29.33386,-94.57928,0.0,144.2,80.0,Stopped
2024-01-01 18:55:00,538009133.0,29.33379,-94.5792,0.0,144.2,80.0,Stopped
2024-01-01 19:00:00,538009133.0,29.33377,-94.57922,0.0,144.2,80.0,Stopped
2024-01-01 19:05:00,538009133.0,29.33382,-94.57927,0.0,144.2,80.0,Stopped
2024-01-01 19:10:00,538009133.0,29.33386,-94.57932,0.0,144.2,80.0,Stopped
2024-01-01 19:15:00,538009133.0,29.33398,-94.57939,0.0,144.2,80.0,Stopped
2024-01-01 19:20:00,538009133.0,29.33404,-94.57948,0.0,144.2,80.0,Stopped
2024-01-01 19:25:00,538009133.0,29.33409,-94.57952,0.0,144.2,80.0,Stopped
2024-01-01 19:30:00,538009133.0,29.33413,-94.57956,0.0,144.2,80.0,Stopped
2024-01-01 19:35:00,538009133.0,29.3342,-94.5796,0.0,144.2,80.0,Stopped
2024-01-01 19:40:00,538009133.0,29.33425,-94.5796,0.0,144.2,80.0,Stopped
2024-01-01 19:45:00,538009133.0,29.33434,-94.57972,0.1,144.2,80.0,Stopped
2024-01-01 19:50:00,538009133.0,29.33445,-94.5798,0.1,144.2,80.0,Stopped
2024-01-01 19:55:00,538009133.0,29.3345,-94.57975,0.0,144.2,80.0,Stopped
2024-01-01 20:00:00,538009133.0,29.33451,-94.57971,0.0,144.2,80.0,Stopped
2024-01-01 20:05:00,538009133.0,29.3345,-94.57976,0.0,144.2,80.0,Stopped
2024-01-01 20:10:00,538009133.0,29.33451,-94.57977,0.0,144.2,80.0,Stopped
2024-01-01 20:15:00,538009133.0,29.33453,-94.57978,0.0,144.2,80.0,Stopped
2024-01-01 20:20:00,538009133.0,29.33456,-94.57975,0.0,144.2,80.0,Stopped
2024-01-01 20:25:00,538009133.0,29.33455,-94.57971,0.0,144.2,80.0,Stopped
2024-01-01 20:30:00,538009133.0,29.33454,-94.57975,0.0,144.2,80.0,Stopped
2024-01-01 20:35:00,538009133.0,29.33451,-94.57975,0.0,144.2,80.0,Stopped
2024-01-01 20:40:00,538009133.0,29.33452,-94.57975,0.0,144.2,80.0,Stopped
2024-01-01 20:45:00,538009133.0,29.33458,-94.57974,0.0,144.2,80.0,Stopped
2024-01-01 20:50:00,538009133.0,29.33454,-94.57978,0.0,144.2,80.0,Stopped
2024-01-01 20:55:00,538009133.0,29.33453,-94.57976,0.0,144.2,80.0,Stopped
2024-01-01 21:00:00,538009133.0,29.33451,-94.57974,0.0,144.2,80.0,Stopped
2024-01-01 21:05:00,538009133.0,29.33443,-94.57976,0.0,144.2,80.0,Stopped
2024-01-01 21:10:00,538009133.0,29.3344,-94.57975,0.0,144.2,80.0,Stopped
2024-01-01 21:15:00,538009133.0,29.33453,-94.57982,0.1,144.2,80.0,Stopped
2024-01-01 21:20:00,538009133.0,29.33464,-94.57984,0.0,144.2,80.0,Stopped
2024-01-01 21:25:00,538009133.0,29.33471,-94.57983,0.0,144.2,80.0,Stopped
2024-01-01 21:30:00,538009133.0,29.33467,-94.57983,0.0,144.2,80.0,Stopped
2024-01-01 21:35:00,538009133.0,29.33465,-94.57981,0.0,144.2,80.0,Stopped
2024-01-01 21:40:00,538009133.0,29.33461,-94.57979,0.0,144.2,80.0,Stopped
2024-01-01 21:45:00,538009133.0,29.33453,-94.57977,0.0,144.2,80.0,Stopped
2024-01-01 21:50:00,538009133.0,29.33437,-94.57974,0.0,144.2,80.0,Stopped
2024-01-01 21:55:00,538009133.0,29.33433,-94.5797,0.0,144.2,80.0,Stopped
2024-01-01 22:00:00,538009133.0,29.33421,-94.57962,0.0,144.2,80.0,Stopped
2024-01-01 22:05:00,538009133.0,29.3341,-94.57958,0.0,144.2,80.0,Stopped
2024-01-01 22:10:00,538009133.0,29.33408,-94.57956,0.0,144.2,80.0,Stopped
2024-01-01 22:15:00,538009133.0,29.334,-94.57947,0.0,144.2,80.0,Stopped
2024-01-01 22:20:00,538009133.0,29.33388,-94.57939,0.0,144.2,80.0,Stopped
2024-01-01 22:25:00,538009133.0,29.33382,-94.57937,0.0,144.2,80.0,Stopped
2024-01-01 22:30:00,538009133.0,29.33386,-94.57936,0.0,144.2,80.0,Stopped
2024-01-01 22:40:00,538009133.0,29.33388,-94.5794,0.0,144.2,80.0,Stopped
2024-01-01 22:45:00,538009133.0,29.33386,-94.57938,0.0,144.2,80.0,Stopped
2024-01-01 22:50:00,538009133.0,29.33387,-94.57938,0.0,144.2,80.0,Stopped
2024-01-01 22:55:00,538009133.0,29.33384,-94.57935,0.0,144.2,80.0,Stopped
2024-01-01 23:00:00,538009133.0,29.33377,-94.57932,0.0,144.2,80.0,Stopped
2024-01-01 23:05:00,538009133.0,29.3338,-94.57926,0.0,144.2,80.0,Stopped
2024-01-01 23:10:00,538009133.0,29.33378,-94.57927,0.0,144.2,80.0,Stopped
2024-01-01 23:15:00,538009133.0,29.33376,-94.57923,0.0,144.2,80.0,Stopped
2024-01-01 23:20:00,538009133.0,29.33374,-94.57922,0.0,144.2,80.0,Stopped
2024-01-01 23:25:00,538009133.0,29.33372,-94.57923,0.0,144.2,80.0,Stopped
2024-01-01 23:30:00,538009133.0,29.33376,-94.57925,0.0,144.2,80.0,Stopped
2024-01-01 23:35:00,538009133.0,29.3338,-94.57922,0.0,144.2,80.0,Stopped
2024-01-01 23:40:00,538009133.0,29.33375,-94.5792,0.0,144.2,80.0,Stopped
2024-01-01 23:45:00,538009133.0,29.33374,-94.57918,0.0,144.2,80.0,Stopped
2024-01-01 23:50:00,538009133.0,29.33371,-94.57914,0.0,144.2,80.0,Stopped
2024-01-01 23:55:00,538009133.0,29.33369,-94.57913,0.0,144.2,80.0,Stopped
